title,url,contributors,date,format,fulltext_url,trove_id,language,rights,pages,form,volume,parent,children
"Appreciations of James Bonwick, born 1817, died 1906",https://trove.nla.gov.au/work/11847636,"Beddow, Esther Anne",1906,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2134117518,nla.obj-2134117518,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,44,Book,,,
They shall not pass : a preliminary plan for a people's defence,https://trove.nla.gov.au/work/11847763,,1942,Book/Illustrated|Book,http://nla.gov.au/nla.obj-52801124,nla.obj-52801124,,,16,Book,,,
The red cripple : a tale of the midnight express / by Charles Bradley,https://trove.nla.gov.au/work/11847843,"Bradley, Charles",1891,"Book|Periodical|Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2784014779,nla.obj-2784014779,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,198,Book,,,
Head over heels : a book of fun and fancy / by Garnet Walch,https://trove.nla.gov.au/work/11848663,"Walch, Garnet, 1843-1913",1889,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2769129105,nla.obj-2769129105,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,120,Book,,,
"The child, the home and the state / by W.G. Spence",https://trove.nla.gov.au/work/11848770,"Spence, W. G. (William Guthrie), 1846-1926",1908,Book,http://nla.gov.au/nla.obj-52788681,nla.obj-52788681,,,8,Book,,,
Christmas crackers : a book of glorious games ... / compiled by Garnet Walch and Nat. J. Barnet,https://trove.nla.gov.au/work/11848772,"Walch, Garnet, 1843-1913",1887,Book,https://nla.gov.au/nla.obj-2853729416,nla.obj-2853729416,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,90,Book,,,
"Controlling waste : a six-point action plan for managing controlled waste 2004-05 / Department of Primary Industries, Water and Environment",https://trove.nla.gov.au/work/11849019,"Tasmania. Department of Primary Industries, Water and Environment",2004,Book|Government publication,https://nla.gov.au/nla.obj-1382136076,nla.obj-1382136076,,,0,Digital Publication,,,
Sedition in N.S.W. : what is it? : a question for the people : Harry Holland's trial at Albury,https://trove.nla.gov.au/work/11852812,Socialist Federation of Australasia,1909,Book|Book/Illustrated,http://nla.gov.au/nla.obj-487040442,nla.obj-487040442,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
"History of the persecutions endured by the Church of Jesus Christ of Latter Day Saints in America / compiled from public documents, and drawn from authentic sources by C.W. Wandell",https://trove.nla.gov.au/work/11853066,"Wandell, C. W. (Charles W.)",1852,Book,http://nla.gov.au/nla.obj-497846134,nla.obj-497846134,,,73,Book,,,
"Rules & regulations established for the management of the Male Orphan Institution : commencing from its establishment at Sydney, on the first of January, 1819 / [""Lachlan Macquarie""]",https://trove.nla.gov.au/work/11853306,Male Orphan Institution of New South Wales,1819,Book|Government publication,http://nla.gov.au/nla.obj-497320228,nla.obj-497320228,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
Australia invites the British domestic girl,https://trove.nla.gov.au/work/11856842,Australia. Development and Migration Commission,1929,Book|Book/Illustrated|Government publication,https://nla.gov.au/nla.obj-281610782,nla.obj-281610782,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,28,Book,,,
"The ""moratorium"", under the war precautions acts : a handy digest of the recent Commonwealth statutory rules dealing with land purchases, mortgages, bills of sale, etc., as affecting soldiers, their dependents, and civilians / by E.H. Tebbutt",https://trove.nla.gov.au/work/11859881,"Tebbutt, E. H. (Ernest Henry), 1871-",1917,Book,http://nla.gov.au/nla.obj-5779161,nla.obj-5779161,,,24,Book,,,
"The ""moratorium"", under the war precautions acts : a handy digest of the Commonwealth statutory rules dealing with land purchases, mortgages, landlord and tenant, rent, bills of sale, etc., as affecting soldiers, their dependents, and civilians, with English and Australasian case law ... / by E.H. Tebbutt",https://trove.nla.gov.au/work/11859890,"Tebbutt, E. H. (Ernest Henry), 1871-",1918,Book,http://nla.gov.au/nla.obj-5405581,nla.obj-5405581,,,28,Book,,,
The River Murray Commission,https://trove.nla.gov.au/work/11860613,River Murray Commission (Australia),1919-1987,Article/Journal or magazine article|Article|Book/Illustrated|Book|Government publication,https://nla.gov.au/nla.obj-741713373,nla.obj-741713373,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,43,Journal,,,
The lost explorers : a story of the trackless desert / by Alexander MacDonald ; illustrated by Arthur H. Buckland,https://trove.nla.gov.au/work/11861041,"MacDonald, Alexander, 1878-1939",1906-1936,Book|Book/Illustrated,http://nla.gov.au/nla.obj-26388058,nla.obj-26388058,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,406,Book,,,
Loyal enemy / Anne Fremantle,https://trove.nla.gov.au/work/11861186,,1938,Book,http://nla.gov.au/nla.obj-502131848,nla.obj-502131848,,,460,Book,,,
"Prospectus and specimen pages of A Bibliography of Australasia and Polynesia / by Edward Augustus Petherick ... ; in one volume, imperial octavo, 900 or 1000 pages ; price about L.3 10s",https://trove.nla.gov.au/work/11861543,"Petherick, Edward Augustus, 1847-1917",1897,Book,http://nla.gov.au/nla.obj-454932806,nla.obj-454932806,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,32,Book,,,
An act for introducing into this island parts of certain statutes passed in England relative to the examination of witnesses - to giving summary relief in cases of conflicting claims - and to the improvement of proceedings in prohibition and Writs of Mandamus,https://trove.nla.gov.au/work/11861773,Van Diemen's Land,1834,Book|Government publication,https://nla.gov.au/nla.obj-2612185723,nla.obj-2612185723,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
Notice to the superintendent of the road party..,https://trove.nla.gov.au/work/11861860,Van Diemen's Land. Police Department,1840,Book|Book/Illustrated|Government publication,https://nla.gov.au/nla.obj-99008222,nla.obj-99008222,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,1,Book,,,
The Nautical fete,https://trove.nla.gov.au/work/11861955,,1841,Book,http://nla.gov.au/nla.obj-72880909,nla.obj-72880909,,,1,Book,,,
"The Hereford bull ""Lottery"", just imported by the ""Ruby"" from Bristol",https://trove.nla.gov.au/work/11862068,,1841,Book,http://nla.gov.au/nla.obj-99438221,nla.obj-99438221,,,1,Book,,,
Recognizance to appear in the Supreme Court,https://trove.nla.gov.au/work/11862116,Van Diemen's Land. Supreme Court,1840,Book|Book/Illustrated|Government publication,http://nla.gov.au/nla.obj-99443046,nla.obj-99443046,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,1,Book,,,
"On the authorship and translations of Mundus alter et idem (1605) / by E.A. Petherick ; from the Gentleman's magazine, Vol. 281, pp. 66-87, July 1896",https://trove.nla.gov.au/work/11862608,"Petherick, Edward Augustus, 1847-1917",1896,Book,https://nla.gov.au/nla.obj-453980240,nla.obj-453980240,English,Out of Copyright,36,Multi Volume Book,,,
Melbourne medical morals and British critical opinion / by a Bystander,https://trove.nla.gov.au/work/11862741,Bystander,1877,Book,https://nla.gov.au/nla.obj-387113033,nla.obj-387113033,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,20,Book,,,
Boys of back o' beyond : a realistic tale of sport and adventure typical of the spirit of young Australia / by T.S. Groser,https://trove.nla.gov.au/work/11864113,"Groser, Thomas Sidney",1930,Book|Book/Illustrated,https://nla.gov.au/nla.obj-73572414,nla.obj-73572414,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,312,Book,,,
"Report, after an inspection of the Mount Trenchard Estate, for the purpose of awarding agricultural prizes / by Stephen E. De Vere",https://trove.nla.gov.au/work/11865031,"De Vere, Stephen E. Sir, (Stephen Edward), 1812-1904",1852,Book,http://nla.gov.au/nla.obj-52886734,nla.obj-52886734,,,14,Book,,,
"Some recent Protestant theology : being six lectures on the drift of modern thought as illustrated by representative books of today / by Chas. Strong, D.D., minister of the Australian Church, Melbourne",https://trove.nla.gov.au/work/11866792,"Strong, Charles, 1844-1942",1896,Book,http://nla.gov.au/nla.obj-651215652,nla.obj-651215652,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,82,Book,,,
"First international aviation contest : W. E. Hart v. ""Wizard"" Stone, Sydney to Parramatta & return, Saturday, June 15, 1912",https://trove.nla.gov.au/work/11867018,"Stone, Wizard",1912,Book|Book/Illustrated,http://nla.gov.au/nla.obj-52804243,nla.obj-52804243,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,36,Book,,,
Little koala and the parrott / English text by B. Evison ; illustrated by Lucie Lundberg,https://trove.nla.gov.au/work/11867459,"Evison, B",1901-1950,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2356028775,nla.obj-2356028775,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,32,Book,,,
Bush ragamuffins / by Elizabeth Marc ; illustrated by H. Radcliffe Wilson,https://trove.nla.gov.au/work/11868034,"Marc, Elizabeth",1935,Book|Book/Illustrated,http://nla.gov.au/nla.obj-17033606,nla.obj-17033606,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,216,Book,,,
"In memoriam : Mr. William E. Ross of Garangula, Harden, N.S.W",https://trove.nla.gov.au/work/11868885,,1925,Book/Illustrated|Book,http://nla.gov.au/nla.obj-369214840,nla.obj-369214840,,,31,Multi Volume Book,1,nla.obj-368940792,
"In memoriam : Mr. William E. Ross of Garangula, Harden, N.S.W",https://trove.nla.gov.au/work/11868885,,1925,Book/Illustrated|Book,http://nla.gov.au/nla.obj-43624359,nla.obj-43624359,,,18,Multi Volume Book,2,nla.obj-368940792,
"In memoriam : Mr. William E. Ross of Garangula, Harden, N.S.W",https://trove.nla.gov.au/work/11868885,,1925,Book/Illustrated|Book,http://nla.gov.au/nla.obj-368940792,nla.obj-368940792,,,0,Multi Volume Book,,,nla.obj-369214840|nla.obj-43624359
"Despatch from the Right Honorable Lord John Russell, to Governor Sir George Gipps, relative to the discontinuance of Transportation from New South Wales and Van Diemen's Land to Norfolk Island, and appointing other places of confinement for prisoners convicted in the respective colonies",https://trove.nla.gov.au/work/11869557,"Russell, John Russell, Earl, 1792-1878",1840,Book,https://nla.gov.au/nla.obj-2237572064,nla.obj-2237572064,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,2,Book,,,
"A Memento of complimentary luncheon to the Hon. Alfred Deakin, M.P. prime minister of Australia",https://trove.nla.gov.au/work/11869570,"Deakin, Alfred, 1856-1919",1906,Book/Illustrated|Book,http://nla.gov.au/nla.obj-226856102,nla.obj-226856102,,,0,Manuscript,,,
Manifesto : issued by the Union Executive on the question of an additional organiser,https://trove.nla.gov.au/work/11871297,"Federated Ironworkers' Association of Australia. New South Wales ""A"" Branch",1930-1950,Book,https://nla.gov.au/nla.obj-2618722077,nla.obj-2618722077,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
The training of children in purity : a booklet for parents / by Richard Arthur,https://trove.nla.gov.au/work/11872494,"Arthur, Richard, 1865-1932",1910-1919,Book,http://nla.gov.au/nla.obj-52778782,nla.obj-52778782,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,30,Book,,,
Rehabilitation procedure for the Australian defence forces / issued under joint authority of the Inter-Service Demobilization Committee and the Directorate of Manpower,https://trove.nla.gov.au/work/11872624,Australia. Inter-Service Demobilization Committee,1943,Book|Government publication,http://nla.gov.au/nla.obj-989384850,nla.obj-989384850,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,54,Book,,,
"Resume of the second conference, Women's Division, held at Ballarat, 28th and 29th April, 1915 : including Protection, by Mrs Herbert Brookes, Social questions by Mrs L.E. Goodisson / People's Liberal Party",https://trove.nla.gov.au/work/11877307,"People's Liberal Party (Vic.). Women's Division. Conference Ballarat, Vic.) 1915 :",1915,Conference Proceedings|Book,http://nla.gov.au/nla.obj-52779027,nla.obj-52779027,,,24,Book,,,
The Royal Charter / with an introduction by Philip John Pond,https://trove.nla.gov.au/work/11881682,"Clow, Robbitt Jon, 1877-1952",1930-1938,Book|Book/Illustrated,http://nla.gov.au/nla.obj-52788927,nla.obj-52788927,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,15,Book,,,
Old days and new : a penny history of Ireland / by Rosamond Stephen,https://trove.nla.gov.au/work/11882470,"Stephen, Rosamond,",1911,Book,https://nla.gov.au/nla.obj-94539558,nla.obj-94539558,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,39,Book,,,
Zur Acridiodeen-Fauna Australiens / von Yngve Sjostedt,https://trove.nla.gov.au/work/11899463,"Sjostedt, Yngue",1941,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2194190844,nla.obj-2194190844,German,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,10,Book,,,
"Modern archaeological discoveries and Biblical criticism today : presenting the presidential address delivered by Sir Frederic G. Kenyon ... before the 894th Ordinary General Meeting of the Victoria Institute, held in the Caxton Hall, Westminster, England, 22nd May, 1950",https://trove.nla.gov.au/work/11900510,"Kenyon, Frederic G. Sir, (Frederic George), 1863-1952",1950,Book,https://nla.gov.au/nla.obj-1126120910,nla.obj-1126120910,English,No known copyright restrictions,17,Multi Volume Book,,,
Manifesto and constitution / Irish Monetary Reform Association,https://trove.nla.gov.au/work/11900829,,1941,Book,http://nla.gov.au/nla.obj-627255034,nla.obj-627255034,,,8,Book,,,
The Eureka stockade : fifty years jubilee,https://trove.nla.gov.au/work/11901224,"MacInnes, D. (Dugald), -1908",1904,Book,http://nla.gov.au/nla.obj-42895868,nla.obj-42895868,,,14,Book,,,
Memories of days long gone by / by the wife of an Australian pioneer,https://trove.nla.gov.au/work/11901799,"McConnel, Mary, 1830-1910",1905-2017,Book|Book/Illustrated,https://nla.gov.au/nla.obj-52767712,nla.obj-52767712,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,60,Book,,,
Creating a setting for Lake Burley Griffin,https://trove.nla.gov.au/work/11901808,Australia. National Capital Development Commission,1965-1968,Book|Book/Illustrated|Government publication|Microform,https://nla.gov.au/nla.obj-2440328184,nla.obj-2440328184,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,6,Book,,,
Canberra / [produced by the New South Wales Department of Public Works],https://trove.nla.gov.au/work/11901989,New South Wales. Department of Public Works,1908,Book|Book/Illustrated,https://nla.gov.au/nla.obj-1352934,nla.obj-1352934,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
"Speeches on the Constitution Alteration (Legislative Powers) Bill, and the Constitution Alteration (Monopolies) Bill / by Alfred Deakin",https://trove.nla.gov.au/work/11903354,"Deakin, Alfred, 1856-1919",1910,Book|Government publication,https://nla.gov.au/nla.obj-52788282,nla.obj-52788282,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,62,Book,,,
The choice between purity and impurity : an appeal to young men / by Richard Arthur,https://trove.nla.gov.au/work/11906036,"Arthur, Richard, 1865-1932",1903-1918,Book,http://nla.gov.au/nla.obj-52865432,nla.obj-52865432,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,30,Book,,,
Kangxi zi dian / [Zhang Yushu ... [et al.] feng chi zhuan],https://trove.nla.gov.au/work/11907767,"Zhang, Yushu, 1642-1711",1716-2015,Book|Book/Illustrated,http://nla.gov.au/nla.obj-56116183,nla.obj-56116183,,,0,Multi Volume Book,1,nla.obj-56116171,
Kangxi zi dian / [Zhang Yushu ... [et al.] feng chi zhuan],https://trove.nla.gov.au/work/11907767,"Zhang, Yushu, 1642-1711",1716-2015,Book|Book/Illustrated,http://nla.gov.au/nla.obj-56116194,nla.obj-56116194,,,591,Multi Volume Book,2,nla.obj-56116171,
Kangxi zi dian / [Zhang Yushu ... [et al.] feng chi zhuan],https://trove.nla.gov.au/work/11907767,"Zhang, Yushu, 1642-1711",1716-2015,Book|Book/Illustrated,http://nla.gov.au/nla.obj-56116208,nla.obj-56116208,,,634,Multi Volume Book,3,nla.obj-56116171,
Kangxi zi dian / [Zhang Yushu ... [et al.] feng chi zhuan],https://trove.nla.gov.au/work/11907767,"Zhang, Yushu, 1642-1711",1716-2015,Book|Book/Illustrated,http://nla.gov.au/nla.obj-56116219,nla.obj-56116219,,,555,Multi Volume Book,4,nla.obj-56116171,
Kangxi zi dian / [Zhang Yushu ... [et al.] feng chi zhuan],https://trove.nla.gov.au/work/11907767,"Zhang, Yushu, 1642-1711",1716-2015,Book|Book/Illustrated,http://nla.gov.au/nla.obj-56116224,nla.obj-56116224,,,609,Multi Volume Book,5,nla.obj-56116171,
Kangxi zi dian / [Zhang Yushu ... [et al.] feng chi zhuan],https://trove.nla.gov.au/work/11907767,"Zhang, Yushu, 1642-1711",1716-2015,Book|Book/Illustrated,http://nla.gov.au/nla.obj-56116235,nla.obj-56116235,,,603,Multi Volume Book,6,nla.obj-56116171,
Kangxi zi dian / [Zhang Yushu ... [et al.] feng chi zhuan],https://trove.nla.gov.au/work/11907767,"Zhang, Yushu, 1642-1711",1716-2015,Book|Book/Illustrated,http://nla.gov.au/nla.obj-56116171,nla.obj-56116171,,,0,Multi Volume Book,,,nla.obj-56116183|nla.obj-56116194|nla.obj-56116208|nla.obj-56116219|nla.obj-56116224|nla.obj-56116235
